Task_ID,Order_ID,Relationship,Team_Name,Task_Type,Notes,Agent_ID,Distance(m),Total_Time_Taken(min),Task_Status,Ref_Images,Rating,Review,Latitude,Longitude,Tags,Promo_Applied,Custom_Template_ID,Task_Details_QTY,Task_Details_AMOUNT,Special_Instructions,Tip,Delivery_Charges,Discount,Subtotal,Payment_Type,Task_Category,Earning,Pricing
314367958,"YR-8909784,0",3.14E+29,Default Team,Delivery,,1132867,24,1.38,Completed,-,0,-,6.5538028,3.3438058,,-,Order_Details,1,₦ 4800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,4800,CASH,-,-,-
314352562,"YR-8908303,0",3.14E+29,Default Team,Delivery,,1132867,-,0,Completed,-,0,-,6.4773383,3.3316316,,-,Order_Details,1,₦ 3950.00,-,-,-,-,-,-,-,-,-
314352562,"YR-8908303,0",3.14E+29,Default Team,Delivery,,1132867,-,0,Completed,-,0,-,6.4773383,3.3316316,,-,Order_Details,1,₦ 4250.00,-,₦ 0.00,₦ 0.00,₦ 0.00,8200,CASH,-,-,-
314344963,"YR-8907333,0",3.14E+29,Default Team,Delivery,,1132867,-,0,Completed,-,0,-,6.519643,3.3718932,,-,Order_Details,1,₦ 20200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,20200,CASH,-,-,-
314344571,"YR-8907288,0",3.14E+29,Default Team,Delivery,,1106729,1551,97.15,Completed,-,0,-,6.53959,3.389471,,-,Order_Details,1,₦ 25000.00,-,₦ 0.00,₦ 0.00,₦ 0.00,25000,CASH,-,-,-
314339013,"YR-8906593,0",3.14E+29,Default Team,Delivery,,1132867,-,0,Completed,-,0,-,6.5437885,3.3924509,,-,Order_Details,1,₦ 22000.00,-,-,-,-,-,-,-,-,-
314339013,"YR-8906593,0",3.14E+29,Default Team,Delivery,,1132867,-,0,Completed,-,0,-,6.5437885,3.3924509,,-,Order_Details,1,₦ 25000.00,-,₦ 0.00,₦ 0.00,₦ 0.00,47000,CASH,-,-,-
314336498,"YR-8906274,0",3.14E+29,Default Team,Delivery,,1132867,13,0.15,Completed,-,0,-,6.5589564,3.3867683,,-,Order_Details,1,₦ 3800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,3800,CASH,-,-,-
314335289,"YR-8906095,0",3.14E+29,Default Team,Delivery,,1132867,13,0.42,Completed,-,0,-,6.5312748,3.3701447,,-,Order_Details,1,₦ 30000.00,-,₦ 0.00,₦ 0.00,₦ 0.00,30000,CASH,-,-,-
314334846,"YR-8906001,0",3.14E+29,Default Team,Delivery,,1132867,198,6.02,Completed,-,0,-,6.5656092,3.3880288,,-,Order_Details,1,₦ 6300.00,-,-,-,-,-,-,-,-,-
314334846,"YR-8906001,0",3.14E+29,Default Team,Delivery,,1132867,198,6.02,Completed,-,0,-,6.5656092,3.3880288,,-,Order_Details,1,₦ 4800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,11100,CASH,-,-,-
314334199,"YR-8905907,0",3.14E+29,Default Team,Delivery,,1132867,10,0.77,Completed,-,0,-,6.5536278,3.4006205,,-,Order_Details,1,₦ 4800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,4800,CASH,-,-,-
314333309,"YR-8905760,0",3.14E+29,Default Team,Delivery,,1132867,23,1.28,Completed,-,0,-,6.5357791,3.3921917,,-,Order_Details,1,₦ 6300.00,-,-,-,-,-,-,-,-,-
314333309,"YR-8905760,0",3.14E+29,Default Team,Delivery,,1132867,23,1.28,Completed,-,0,-,6.5357791,3.3921917,,-,Order_Details,1,₦ 4800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,11100,CASH,-,-,-
314331192,"YR-8905461,0",3.14E+29,Default Team,Delivery,,1106729,-,0,Completed,-,0,-,6.5251294,3.3853349,,-,Order_Details,1,₦ 6300.00,-,-,-,-,-,-,-,-,-
314331192,"YR-8905461,0",3.14E+29,Default Team,Delivery,,1106729,-,0,Completed,-,0,-,6.5251294,3.3853349,,-,Order_Details,1,₦ 4800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,11100,CASH,-,-,-
314329115,"YR-8905164,0",3.14E+29,Default Team,Delivery,,1106729,-,0,Completed,-,0,-,6.55368,3.3780432,,-,Order_Details,1,₦ 20200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,20200,CASH,-,-,-
314328058,"YR-8905042,0",3.14E+29,Default Team,Delivery,,1132867,727,33.6,Completed,-,0,-,6.5484212,3.3922825,,-,Order_Details,1,₦ 4800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,4800,CASH,-,-,-
314326157,"YR-8904797,0",3.14E+29,Default Team,Delivery,,1106729,1726,104.7,Completed,-,0,-,6.5374555,3.3797922,,-,Order_Details,2,₦ 40400.00,-,₦ 0.00,₦ 0.00,₦ 0.00,40400,CASH,-,-,-
314325669,"YR-8904741,0",3.14E+29,Default Team,Delivery,,1106729,1726,103.6,Completed,-,0,-,6.5377759,3.3914161,,-,Order_Details,4,₦ 25200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,25200,CASH,-,-,-
314325267,"YR-8904703,0",3.14E+29,Default Team,Delivery,,1106729,1726,143.4,Completed,-,0,-,6.4780303,3.3317548,,-,Order_Details,1,₦ 4800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,4800,CASH,-,-,-
314323399,"YR-8904494,0",3.14E+29,Default Team,Delivery,,1106729,1726,254.72,Completed,-,0,-,6.5240683,3.3896073,,-,Order_Details,1,₦ 24500.00,-,₦ 0.00,₦ 0.00,₦ 0.00,24500,CASH,-,-,-
314323120,"YR-8904467,0",3.14E+29,Default Team,Delivery,,1132867,13,0.32,Completed,-,0,-,6.4875001,3.3849037,,-,Order_Details,2,₦ 40400.00,-,₦ 0.00,₦ 0.00,₦ 0.00,40400,CASH,-,-,-
314310265,"YR-8903318,0",3.14E+29,Default Team,Delivery,,1132867,0,0.2,Completed,-,0,-,6.5438974,3.3925959,,-,Order_Details,1,₦ 25000.00,-,₦ 0.00,₦ 0.00,₦ 0.00,25000,CASH,-,-,-
314309487,"YR-8903252,0",3.14E+29,Default Team,Delivery,,1132867,11,0.2,Completed,-,0,-,6.5398359,3.394087,,-,Order_Details,1,₦ 2200.00,-,-,-,-,-,-,-,-,-
314309487,"YR-8903252,0",3.14E+29,Default Team,Delivery,,1132867,11,0.2,Completed,-,0,-,6.5398359,3.394087,,-,Order_Details,2,₦ 5400.00,-,₦ 0.00,₦ 0.00,₦ 0.00,7600,CASH,-,-,-
314308850,"YR-8903198,0",3.14E+29,Default Team,Delivery,,1132867,0,0.17,Completed,-,0,-,6.5361518,3.3897231,,-,Order_Details,1,₦ 20200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,20200,CASH,-,-,-
314308350,"YR-8903158,0",3.14E+29,Default Team,Delivery,,1132867,0,8.25,Completed,-,0,-,6.5330836,3.3962398,,-,Order_Details,1,₦ 20200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,20200,CASH,-,-,-
314305604,"YR-8902937,0",3.14E+29,Default Team,Delivery,,1132867,0,1.53,Completed,-,0,-,6.4910946,3.3247632,,-,Order_Details,1,₦ 3100.00,-,₦ 0.00,₦ 0.00,₦ 0.00,3100,CASH,-,-,-
314304319,"YR-8902857,0",3.14E+29,Default Team,Delivery,,1106729,1208,38.03,Completed,-,0,-,6.530703,3.3887182,,-,Order_Details,1,₦ 3950.00,-,-,-,-,-,-,-,-,-
314304319,"YR-8902857,0",3.14E+29,Default Team,Delivery,,1106729,1208,38.03,Completed,-,0,-,6.530703,3.3887182,,-,Order_Details,1,₦ 4250.00,-,-,-,-,-,-,-,-,-
314304319,"YR-8902857,0",3.14E+29,Default Team,Delivery,,1106729,1208,38.03,Completed,-,0,-,6.530703,3.3887182,,-,Order_Details,1,₦ 2700.00,-,-,-,-,-,-,-,-,-
314304319,"YR-8902857,0",3.14E+29,Default Team,Delivery,,1106729,1208,38.03,Completed,-,0,-,6.530703,3.3887182,,-,Order_Details,3,₦ 6750.00,-,₦ 0.00,₦ 0.00,₦ 0.00,17650,CASH,-,-,-
314302398,"YR-8902776,0",3.14E+29,Default Team,Delivery,,1132867,0,7.55,Completed,-,0,-,6.5329099,3.3959879,,-,Order_Details,1,₦ 20200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,20200,CASH,-,-,-
314301393,"YR-8902700,0",3.14E+29,Default Team,Delivery,,1132867,0,7.37,Completed,-,0,-,6.6315101,3.3884346,,-,Order_Details,1,₦ 20200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,20200,CASH,-,-,-
314293287,"YR-8902259,0",3.14E+29,Default Team,Delivery,,1132867,1027,28.12,Completed,-,0,-,6.5557996,3.392317,,-,Order_Details,1,₦ 22000.00,-,-,-,-,-,-,-,-,-
314293287,"YR-8902259,0",3.14E+29,Default Team,Delivery,,1132867,1027,28.12,Completed,-,0,-,6.5557996,3.392317,,-,Order_Details,1,₦ 25000.00,-,₦ 0.00,₦ 0.00,₦ 0.00,47000,CASH,-,-,-
314289315,"YR-8902063,0",3.14E+29,Default Team,Delivery,,1132867,0,6.4,Completed,-,0,-,6.5327716,3.3897422,,-,Order_Details,1,₦ 25000.00,-,₦ 0.00,₦ 0.00,₦ 0.00,25000,CASH,-,-,-
314287236,"YR-8901969,0",3.14E+29,Default Team,Delivery,,1132867,-,0,Completed,-,0,-,6.5392794,3.3939207,,-,Order_Details,3,₦ 79500.00,-,-,-,-,-,-,-,-,-
314287236,"YR-8901969,0",3.14E+29,Default Team,Delivery,,1132867,-,0,Completed,-,0,-,6.5392794,3.3939207,,-,Order_Details,1,₦ 6300.00,-,₦ 0.00,₦ 0.00,₦ 0.00,85800,CASH,-,-,-
314286889,"YR-8901954,0",3.14E+29,Default Team,Delivery,,1132867,604,2.58,Completed,-,0,-,6.5583517,3.3914817,,-,Order_Details,1,₦ 25000.00,-,₦ 0.00,₦ 0.00,₦ 0.00,25000,CASH,-,-,-
314286080,"YR-8901912,0",3.14E+29,Default Team,Delivery,,1132867,0,1.17,Completed,-,0,-,6.549987,3.3772864,,-,Order_Details,1,₦ 20200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,20200,CASH,-,-,-
314282274,"YR-8901731,0",3.14E+29,Default Team,Delivery,,1132867,610,2.55,Completed,-,0,-,6.5476925,3.4058965,,-,Order_Details,1,₦ 3800.00,-,-,-,-,-,-,-,-,-
314282274,"YR-8901731,0",3.14E+29,Default Team,Delivery,,1132867,610,2.55,Completed,-,0,-,6.5476925,3.4058965,,-,Order_Details,1,₦ 4800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,8600,CASH,-,-,-
314266723,"YR-8901261,0",3.14E+29,Default Team,Delivery,,1132867,971,4.62,Completed,-,0,-,6.5263236,3.3842658,,-,Order_Details,1,₦ 6300.00,-,-,-,-,-,-,-,-,-
314266723,"YR-8901261,0",3.14E+29,Default Team,Delivery,,1132867,971,4.62,Completed,-,0,-,6.5263236,3.3842658,,-,Order_Details,1,₦ 4800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,11100,CASH,-,-,-
314247604,"YR-8900761,0",3.14E+29,Default Team,Delivery,,1132867,950,4.45,Completed,-,0,-,6.5345307,3.3890588,,-,Order_Details,7,₦ 141400.00,-,-,-,-,-,-,-,-,-
314247604,"YR-8900761,0",3.14E+29,Default Team,Delivery,,1132867,950,4.45,Completed,-,0,-,6.5345307,3.3890588,,-,Order_Details,2,₦ 42400.00,-,₦ 0.00,₦ 0.00,₦ 0.00,183800,CASH,-,-,-
314242390,"YR-8900662,0",3.14E+29,Default Team,Delivery,,1132867,896,3.63,Completed,-,0,-,6.5263236,3.3842658,,-,Order_Details,2,₦ 40400.00,-,₦ 0.00,₦ 0.00,₦ 0.00,40400,CASH,-,-,-
314223230,"YR-8900156,0",3.14E+29,Default Team,Delivery,,1132867,-,0,Completed,-,0,-,6.5437772,3.3855744,,-,Order_Details,1,₦ 17000.00,-,₦ 0.00,₦ 0.00,₦ 0.00,17000,CASH,-,-,-
314223184,"YR-8900153,0",3.14E+29,Default Team,Delivery,,1132867,20,11.82,Completed,-,0,-,6.5583517,3.3914817,,-,Order_Details,1,₦ 3800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,3800,CASH,-,-,-
314222800,"YR-8900146,0",3.14E+29,Default Team,Delivery,,1132867,76,4.23,Completed,-,0,-,6.5296605,3.3951343,,-,Order_Details,3,₦ 60600.00,-,₦ 0.00,₦ 0.00,₦ 0.00,60600,CASH,-,-,-
314221588,"YR-8900124,0",3.14E+29,Default Team,Delivery,,1132867,-,0,Completed,-,0,-,6.5263236,3.3842658,,-,Order_Details,2,₦ 40400.00,-,₦ 0.00,₦ 0.00,₦ 0.00,40400,CASH,-,-,-
314221475,"YR-8900118,0",3.14E+29,Default Team,Delivery,,1132867,90,4.48,Completed,-,0,-,6.5296605,3.3951343,,-,Order_Details,1,₦ 20200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,20200,CASH,-,-,-
314220723,"YR-8900097,0",3.14E+29,Default Team,Delivery,,1132867,-,72.72,Completed,-,0,-,6.5460623,3.3976414,,-,Order_Details,4,₦ 80800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,80800,CASH,-,-,-
314220007,"YR-8900083,0",3.14E+29,Default Team,Delivery,,1132867,-,0,Completed,-,0,-,6.5372685,3.3850368,,-,Order_Details,1,₦ 19500.00,-,-,-,-,-,-,-,-,-
314220007,"YR-8900083,0",3.14E+29,Default Team,Delivery,,1132867,-,0,Completed,-,0,-,6.5372685,3.3850368,,-,Order_Details,1,₦ 20200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,39700,CASH,-,-,-
314210453,"YR-8899875,0",3.14E+29,Default Team,Delivery,,1132867,-,0,Completed,-,0,-,6.5485767,3.4028672,,-,Order_Details,1,₦ 3800.00,-,-,-,-,-,-,-,-,-
314210453,"YR-8899875,0",3.14E+29,Default Team,Delivery,,1132867,-,0,Completed,-,0,-,6.5485767,3.4028672,,-,Order_Details,2,₦ 5400.00,-,₦ 0.00,₦ 0.00,₦ 0.00,9200,CASH,-,-,-
314208376,"YR-8899819,0",3.14E+29,Default Team,Delivery,,1132867,-,0,Completed,-,0,-,6.5429988,3.3884335,,-,Order_Details,2,₦ 40400.00,-,-,-,-,-,-,-,-,-
314208376,"YR-8899819,0",3.14E+29,Default Team,Delivery,,1132867,-,0,Completed,-,0,-,6.5429988,3.3884335,,-,Order_Details,1,₦ 21200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,61600,CASH,-,-,-
314203981,"YR-8899720,0",3.14E+29,Default Team,Delivery,,1132867,0,2,Completed,-,0,-,6.5145759,3.359594,,-,Order_Details,2,₦ 40400.00,-,₦ 0.00,₦ 0.00,₦ 0.00,40400,CASH,-,-,-
314203136,"YR-8899709,0",3.14E+29,Default Team,Delivery,,1132867,0,2.2,Completed,-,0,-,6.5429988,3.3884335,,-,Order_Details,1,₦ 20200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,20200,CASH,-,-,-
314198847,"YR-8899606,0",3.14E+29,Default Team,Delivery,,1132867,0,1.75,Completed,-,0,-,6.5357791,3.3921917,,-,Order_Details,1,₦ 5100.00,-,₦ 0.00,₦ 0.00,₦ 0.00,5100,CASH,-,-,-
314196657,"YR-8899560,0",3.14E+29,Default Team,Delivery,,1132867,1795,15.1,Completed,-,0,-,6.5583517,3.3914817,,-,Order_Details,2,₦ 12600.00,-,-,-,-,-,-,-,-,-
314196657,"YR-8899560,0",3.14E+29,Default Team,Delivery,,1132867,1795,15.1,Completed,-,0,-,6.5583517,3.3914817,,-,Order_Details,2,₦ 10400.00,-,₦ 0.00,₦ 0.00,₦ 0.00,23000,CASH,-,-,-
314186731,"YR-8899316,0",3.14E+29,Default Team,Delivery,,1132867,-,0,Completed,-,0,-,6.5296605,3.3951343,,-,Order_Details,4,₦ 80800.00,-,-,-,-,-,-,-,-,-
314186731,"YR-8899316,0",3.14E+29,Default Team,Delivery,,1132867,-,0,Completed,-,0,-,6.5296605,3.3951343,,-,Order_Details,1,₦ 21200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,102000,CASH,-,-,-
314179359,"YR-8899129,0",3.14E+29,Default Team,Delivery,,1132867,-,0,Completed,-,0,-,6.5372976,3.3828237,,-,Order_Details,1,₦ 20200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,20200,CASH,-,-,-
314177210,"YR-8899072,0",3.14E+29,Default Team,Delivery,,1106729,14045,255.83,Completed,-,0,-,6.5327716,3.3897422,,-,Order_Details,2,₦ 12400.00,-,₦ 0.00,₦ 0.00,₦ 0.00,12400,CASH,-,-,-
314176364,"YR-8899047,0",3.14E+29,Default Team,Delivery,,1106729,10336,171.58,Completed,-,0,-,6.5179527,3.3891871,,-,Order_Details,1,₦ 20200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,20200,CASH,-,-,-
314175506,"YR-8899030,0",3.14E+29,Default Team,Delivery,,1132867,-,0,Completed,-,0,-,6.5260021,3.3474892,,-,Order_Details,2,₦ 40400.00,-,₦ 0.00,₦ 0.00,₦ 0.00,40400,CASH,-,-,-
314174550,"YR-8899004,0",3.14E+29,Default Team,Delivery,,1106729,0,448.13,Completed,-,0,-,6.5440684,3.3924114,,-,Order_Details,2,₦ 12600.00,-,₦ 0.00,₦ 0.00,₦ 0.00,12600,CASH,-,-,-
314174473,"YR-8899000,0",3.14E+29,Default Team,Delivery,,1132867,0,2.02,Completed,-,0,-,6.5260021,3.3474892,,-,Order_Details,2,₦ 40400.00,-,₦ 0.00,₦ 0.00,₦ 0.00,40400,CASH,-,-,-
314173847,"YR-8898983,0",3.14E+29,Default Team,Delivery,,1106729,0,447.73,Completed,-,0,-,6.5371712,3.3792144,,-,Order_Details,4,₦ 80800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,80800,CASH,-,-,-
314173453,"YR-8898972,0",3.14E+29,Default Team,Delivery,,1132867,-,0,Completed,-,0,-,6.5372976,3.3828237,,-,Order_Details,1,₦ 20200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,20200,CASH,-,-,-
314172975,"YR-8898961,0",3.14E+29,Default Team,Delivery,,1106729,6278,74.57,Completed,-,0,-,6.5251294,3.3853349,,-,Order_Details,4,₦ 25200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,25200,CASH,-,-,-
314171433,"YR-8898925,0",3.14E+29,Default Team,Delivery,,1106729,3626,37.1,Completed,-,0,-,6.539349,3.3822283,,-,Order_Details,2,₦ 12600.00,-,₦ 0.00,₦ 0.00,₦ 0.00,12600,CASH,-,-,-
314170282,"YR-8898897,0",3.14E+29,Default Team,Delivery,,1106729,3626,37.7,Completed,-,0,-,6.5363476,3.3733248,,-,Order_Details,3,₦ 60600.00,-,₦ 0.00,₦ 0.00,₦ 0.00,60600,CASH,-,-,-
314169518,"YR-8898882,0",3.14E+29,Default Team,Delivery,,1106729,3626,37.87,Completed,-,0,-,6.5348636,3.3734041,,-,Order_Details,2,₦ 40400.00,-,₦ 0.00,₦ 0.00,₦ 0.00,40400,CASH,-,-,-
314168951,"YR-8898870,0",3.14E+29,Default Team,Delivery,,1106729,3626,38.22,Completed,-,0,-,6.5363476,3.3733248,,-,Order_Details,2,₦ 40400.00,-,₦ 0.00,₦ 0.00,₦ 0.00,40400,CASH,-,-,-
314168321,"YR-8898855,0",3.14E+29,Default Team,Delivery,,1106729,4449,46.13,Completed,-,0,-,6.5362535,3.3775198,,-,Order_Details,3,₦ 60600.00,-,₦ 0.00,₦ 0.00,₦ 0.00,60600,CASH,-,-,-
314089421,"YR-8896652,0",3.14E+29,Default Team,Delivery,,1132867,172,1.05,Completed,-,0,-,6.5583517,3.3914817,,-,Order_Details,1,₦ 3800.00,-,-,-,-,-,-,-,-,-
314089421,"YR-8896652,0",3.14E+29,Default Team,Delivery,,1132867,172,1.05,Completed,-,0,-,6.5583517,3.3914817,,-,Order_Details,1,₦ 4800.00,-,-,-,-,-,-,-,-,-
314089421,"YR-8896652,0",3.14E+29,Default Team,Delivery,,1132867,172,1.05,Completed,-,0,-,6.5583517,3.3914817,,-,Order_Details,1,₦ 5100.00,-,₦ 0.00,₦ 0.00,₦ 0.00,13700,CASH,-,-,-
314088240,"YR-8896632,0",3.14E+29,Default Team,Delivery,,1132867,2170,26.22,Completed,-,0,-,6.5583517,3.3914817,,-,Order_Details,1,₦ 3800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,3800,CASH,-,-,-
314079847,"YR-8896502,0",3.14E+29,Default Team,Delivery,,1132867,681,16.43,Completed,-,0,-,6.5583517,3.3914817,,-,Order_Details,10,₦ 202000.00,-,₦ 0.00,₦ 0.00,₦ 0.00,202000,CASH,-,-,-
313910598,"YR-8891266,0",3.14E+29,Default Team,Delivery,,1132867,117,2.25,Completed,-,0,-,6.5467176,3.3992175,,-,Order_Details,1,₦ 3800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,3800,CASH,-,-,-
313905786,"YR-8890956,0",3.14E+29,Default Team,Delivery,,1106729,1150,64.93,Completed,-,0,-,6.5377759,3.3914161,,-,Order_Details,1,₦ 4800.00,-,-,-,-,-,-,-,-,-
313905786,"YR-8890956,0",3.14E+29,Default Team,Delivery,,1106729,1150,64.93,Completed,-,0,-,6.5377759,3.3914161,,-,Order_Details,2,₦ 12600.00,-,₦ 0.00,₦ 0.00,₦ 0.00,17400,CASH,-,-,-
313903539,"YR-8890749,0",3.14E+29,Default Team,Delivery,,1106729,1174,76.85,Completed,-,0,-,6.5349339,3.3911614,,-,Order_Details,4,₦ 5200.00,-,-,-,-,-,-,-,-,-
313903539,"YR-8890749,0",3.14E+29,Default Team,Delivery,,1106729,1174,76.85,Completed,-,0,-,6.5349339,3.3911614,,-,Order_Details,2,₦ 2000.00,-,-,-,-,-,-,-,-,-
313903539,"YR-8890749,0",3.14E+29,Default Team,Delivery,,1106729,1174,76.85,Completed,-,0,-,6.5349339,3.3911614,,-,Order_Details,1,₦ 1100.00,-,-,-,-,-,-,-,-,-
313903539,"YR-8890749,0",3.14E+29,Default Team,Delivery,,1106729,1174,76.85,Completed,-,0,-,6.5349339,3.3911614,,-,Order_Details,1,₦ 2700.00,-,-,-,-,-,-,-,-,-
313903539,"YR-8890749,0",3.14E+29,Default Team,Delivery,,1106729,1174,76.85,Completed,-,0,-,6.5349339,3.3911614,,-,Order_Details,3,₦ 6600.00,-,-,-,-,-,-,-,-,-
313903539,"YR-8890749,0",3.14E+29,Default Team,Delivery,,1106729,1174,76.85,Completed,-,0,-,6.5349339,3.3911614,,-,Order_Details,1,₦ 1750.00,-,-,-,-,-,-,-,-,-
313903539,"YR-8890749,0",3.14E+29,Default Team,Delivery,,1106729,1174,76.85,Completed,-,0,-,6.5349339,3.3911614,,-,Order_Details,1,₦ 4800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,24150,CASH,-,-,-
313900309,"YR-8890417,0",3.14E+29,Default Team,Delivery,,1132867,11,0.15,Completed,-,0,-,6.5536278,3.4006205,,-,Order_Details,1,₦ 3800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,3800,CASH,-,-,-
313899089,"YR-8890323,0",3.14E+29,Default Team,Delivery,,1132867,64,5.13,Completed,-,0,-,6.5442617,3.3930713,,-,Order_Details,1,₦ 4800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,4800,CASH,-,-,-
313898214,"YR-8890249,0",3.14E+29,Default Team,Delivery,,1132867,50,19.87,Completed,-,0,-,6.5536278,3.4006205,,-,Order_Details,1,₦ 4800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,4800,CASH,-,-,-
313897081,"YR-8890160,0",3.14E+29,Default Team,Delivery,,1132867,780,15.55,Completed,-,0,-,6.5656092,3.3880288,,-,Order_Details,1,₦ 20200.00,-,-,-,-,-,-,-,-,-
313897081,"YR-8890160,0",3.14E+29,Default Team,Delivery,,1132867,780,15.55,Completed,-,0,-,6.5656092,3.3880288,,-,Order_Details,1,₦ 21200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,41400,CASH,-,-,-
313895590,"YR-8890013,0",3.14E+29,Default Team,Delivery,,1132867,0,0.4,Completed,-,0,-,6.5656092,3.3880288,,-,Order_Details,1,₦ 3800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,3800,CASH,-,-,-
313894793,"YR-8889955,0",3.14E+29,Default Team,Delivery,,1132867,32,5.73,Completed,-,0,-,6.5583517,3.3914817,,-,Order_Details,1,₦ 4250.00,-,-,-,-,-,-,-,-,-
313894793,"YR-8889955,0",3.14E+29,Default Team,Delivery,,1132867,32,5.73,Completed,-,0,-,6.5583517,3.3914817,,-,Order_Details,1,₦ 4800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,9050,CASH,-,-,-
313891174,"YR-8889613,0",3.14E+29,Default Team,Delivery,,1106729,1261,156.88,Completed,-,0,-,6.5345307,3.3890588,,-,Order_Details,1,₦ 4800.00,-,-,-,-,-,-,-,-,-
313891174,"YR-8889613,0",3.14E+29,Default Team,Delivery,,1106729,1261,156.88,Completed,-,0,-,6.5345307,3.3890588,,-,Order_Details,1,₦ 3950.00,-,-,-,-,-,-,-,-,-
313891174,"YR-8889613,0",3.14E+29,Default Team,Delivery,,1106729,1261,156.88,Completed,-,0,-,6.5345307,3.3890588,,-,Order_Details,1,₦ 2700.00,-,₦ 0.00,₦ 0.00,₦ 0.00,11450,CASH,-,-,-
313888982,"YR-8889413,0",3.14E+29,Default Team,Delivery,,1106729,1214,114.77,Completed,-,0,-,6.5318364,3.39824,,-,Order_Details,1,₦ 22000.00,-,₦ 0.00,₦ 0.00,₦ 0.00,22000,CASH,-,-,-
313882800,"YR-8888822,0",3.14E+29,Default Team,Delivery,,1132867,204,2.38,Completed,-,0,-,6.5197276,3.3925111,,-,Order_Details,1,₦ 20200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,20200,CASH,-,-,-
313878006,"YR-8888357,0",3.14E+29,Default Team,Delivery,,1133722,0,7.95,Completed,-,0,-,6.5330836,3.3962398,,-,Order_Details,1,₦ 20200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,20200,CASH,-,-,-
313876559,"YR-8888260,0",3.14E+29,Default Team,Delivery,,1132867,237,2.88,Completed,-,0,-,6.5329099,3.3959879,,-,Order_Details,1,₦ 20200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,20200,CASH,-,-,-
313875805,"YR-8888194,0",3.14E+29,Default Team,Delivery,,1132867,0,3.47,Completed,-,0,-,6.5583517,3.3914817,,-,Order_Details,1,₦ 3800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,3800,CASH,-,-,-
313872032,"YR-8887876,0",3.14E+29,Default Team,Delivery,,1132867,0,0.32,Completed,-,0,-,6.5536278,3.4006205,,-,Order_Details,5,₦ 101000.00,-,-,-,-,-,-,-,-,-
313872032,"YR-8887876,0",3.14E+29,Default Team,Delivery,,1132867,0,0.32,Completed,-,0,-,6.5536278,3.4006205,,-,Order_Details,1,₦ 25000.00,-,₦ 0.00,₦ 0.00,₦ 0.00,126000,CASH,-,-,-
313871424,"YR-8887805,0",3.14E+29,Default Team,Delivery,,1106729,1243,126.32,Completed,-,0,-,6.5348636,3.3734041,,-,Order_Details,2,₦ 40400.00,-,₦ 0.00,₦ 0.00,₦ 0.00,40400,CASH,-,-,-
313871263,"YR-8887792,0",3.14E+29,Default Team,Delivery,,1132867,0,0.17,Completed,-,0,-,6.5278176,3.369006,,-,Order_Details,1,₦ 4100.00,-,-,-,-,-,-,-,-,-
313871263,"YR-8887792,0",3.14E+29,Default Team,Delivery,,1132867,0,0.17,Completed,-,0,-,6.5278176,3.369006,,-,Order_Details,1,₦ 3950.00,-,-,-,-,-,-,-,-,-
